poem_text,poem_type
"I. 1.
Once more I join the Thespian choir,
And taste the inspiring fount again:
O parent of the Grecian lyre,
Admit me to thy powerful strain—
And lo, with ease my step invades
The pathless vale and opening shades,
Till now I spy her verdant seat;
And now at large i drink the sound,
While these her offspring, listening round,
By turns her melody repeat.
I. 2.
I see Anacreon smile and sing,
His silver tresses breathe perfume;
His cheek displays a second spring
Of roses taught by wine to bloom.
Away, deceitful cares, away,
And let me listen to his lay;
Let me the wanton pomp injoy,
While in smooth dance the light-wing'd Hours
Lead round his lyre it's patron powers,
Kind laughter and convivial joy.
I. 3.
Broke from the fetters of his native land,
Devoting shame and vengeance to her lords,
With louder impulse and a threatening hand
The Lesbian patriot smites the sounding chords:
Ye wretches, ye perfidious train,
Ye curs'd of gods and freeborn men,
Ye murderers of the laws,
Though now ye glory in your lust,
Though now ye tread the feeble neck in dust,
Yet Time and righteous Jove will judge your dreadful cause.
II. 1.
But lo, to Sappho's melting airs
Descends the radiant queen of love:
She smiles, and asks what fonder cares
Her suppliant's plaintive measures move:
Why is my faithful maid distress'd?
Who, Sappho, wounds thy tender breast?
Say, flies he?—Soon he shall pursue:
Shuns he thy gifts—He soon shall give:
Slights he thy sorrows?—He shall grieve,
And soon to all thy wishes bow.
II. 2.
But, o Melpomene, for whom
Awakes thy golden shell again?
What mortal breath shall e'er presume
To echo that unbounded strain?
Majestic in the frown of years,
Behold, the man of Thebes appears:
For some there are, whose mighty frame
The hand of Jove at birth indow'd
With hopes that mock the gazing crowd;
As eagles drink the noontide flame,
II. 3.
While the dim raven beats her weary wings,
And clamours far below.—Propitious Muse,
While I so late unlock thy purer springs,
And breathe whate'er thy ancient airs infuse,
Wilt thou for Albion's sons around
(Ne'er had'st thou audience more renown'd)
Thy charming arts imploy,
As when the winds from shore to shore
Through Greece thy lyre's persuasive language bore,
Till towns and isles and seas return'd the vocal joy?
III. 1.
Yet then did pleasure's lawless throng,
Oft rushing forth in loose attire,
Thy virgin dance, thy graceful song
Pollute with impious revels dire.
O fair, o chaste, thy echoing shade
May no soul discord here invade:
Nor let thy strings one accent move,
Except what earth's untroubled ear
'Mid all her social tribes may hear,
And heaven's unerring throne approve.
III. 2.
Queen of the lyre, in thy retreat
The fairest flowers of Pindus glow;
The vine aspires to crown thy seat,
And myrtles round thy laurel grow.
Thy strings adapt their varied strain
To every pleasure, every pain,
Which mortal tribes were born to prove;
And strait our passions rise or fall,
As at the wind's imperious call
The ocean swells, the billows move.
III. 3.
When midnight listens o'er the slumbering earth,
Let me, o Muse, thy solemn whispers hear:
When morning sends her fragrant breezes forth,
With airy murmurs touch my opening ear.
And ever watchful at thy side,
Let wisdom's awful suffrage guide
The tenor of thy lay:
To her of old by Jove was given
To judge the various deeds of earth and heaven;
'Twas thine by gentle arts to win us to her sway.
IV. 1.
Oft as, to well-earn'd ease resign'd,
I quit the maze where science toils,
Do thou refresh my yielding mind
With all thy gay, delusive spoils.
But, o indulgent, come not nigh
The busy steps, the jealous eye
Of wealthy care or gainful age;
Whose barren souls thy joys disdain,
And hold as foes to reason's reign
Whome'er thy lovely works engage.
IV. 2.
When friendship and when letter'd mirth
Haply partake my simple board,
Then let thy blameless hand call forth
The music of the Teian chord.
Or if invok'd at softer hours,
O! seek with me the happy bowers
That hear Olympia's gentle tongue;
To beauty link'd with virtue's train,
To love devoid of jealous pain,
There let the Sapphic lute be strung.
IV. 3.
But when from envy and from death to claim
A hero bleeding for his native land;
When to throw incense on the vestal flame
Of liberty my genius gives command,
Nor Theban voice nor Lesbian lyre
From thee, o Muse, do I require;
While my presaging mind,
Conscious of powers she never knew,
Astonish'd grasps at things beyond her view,
Nor by another's fate submits to be confin'd.",lyric
"OH, be not led away,
Lured by the colour of the sun-rich day.
The gay romance of song
Unto the spirit life doth not belong:
Though far-between the hours
In which the Master of Angelic powers
Lightens the dusk within
The holy of holies, be it thine to win
Rare vistas of white light,
Half-parted lips through which the Infinite
Murmurs its ancient story,
Hearkening to whom the wandering planets hoary
Waken primeval fires,
With deeper rapture in celestial choirs
Breathe, and with fleeter motion
Wheel in their orbits through the surgeless ocean.
So hearken thou like these,
Intent on it, mounting by slow degrees,
Until thy song’s elation
Echoes the multitudinous meditation.",epigram
"They each write about it as it sees them fit:
Poets and writers, pouring out words;
Keeping to parity their own souls wit.
Snatching words from thin air, as they sit,
For they each have their own distinct worlds;
They each write about it as it sees them fit.
Giving to the page their own token bit,
As the truth deep inside them slowly unfurls;
Keeping to parity their own souls wit.
Writing's something they never can quit,
Scribbling's something they to all else prefer:
They each write about it, as it sees them fit.
Life to them is never just a skit,
They would never want to go unheard;
Keeping to their own souls wit.
From piece to piece, their busy mind flits,
And their heart singing just like a bird;
They each write about it as it sees them fit,
Keeping to parity their own souls wit.",villanelle
"Nectaria, sweet, cry not yourself to sleep
I came to sing for you this lullaby
Oft sang by angels, wherever they fly
No cause is there for you to ever weep
I said goodnight, but never once goodbye
Nectaria, sweet, cry not yourself to sleep
I came to sing for you this lullaby
Your cheeks I kissed while you have slept so deep
Your dreams have risen higher than the sky
And when you wake up, I will tell you why
Why you need never cry yourself to sleep
For I will sing for you this lullaby
Oft sang by angels wherever they fly",madrigal
"Allah karay
nazmaiN ghongay ki pag-dandi bun jaaiN.
jahaN bhi main jaaooN,
har inch: chup-chaap patta cHod jaaiN
mere pairoN ki chaandi ki duaaiN.
main zinda tha ek baar.
aap ka baDa shukriya.
yahaan tha, yahaan tha main ek baar.
- -
Ars Poetica
Aracelis Girmay
May the poems be
the little snail's trail.
Everywhere I go,
every inch: quiet record
of the foot's silver prayer.
I lived once.
Thank you.
It was here.",ars-poetica
"Allegory - 92
19 November, 2018
Fuzzy surrounding
Curly mind
Seen nothing.",allegory
"When purple petals show
speckled black and yellow,
a small modest lily spread
lovely vivid colours
blooming for many hours
as she opens her bright head
and as time passes by
she draws the human eye
before she withers, are dead.",balassi-stanza
"There was an Old Man of Moldavia,
Who had the most curious behaviour;
For while he was able,
He slept on a table.
That funny Old Man of Moldavia.",limerick
"My Fashionable Body In Octave
- - - - - - - - - - - - - - - - - - - - - - - - - -
O, my body! My clay and soil body!
Rotten-to-be, molten-to-be body;
How dearly I decorate you! Paint you!
With makeup fashionable I do you!
How dearly careful of you I become!
How seriously I play this cute game!
I don't let you to be any hard touched
And even to be any single scratched.",octave
"Consummate pain
Like a cruel wrench
Gripped his heart
And crushed, it bled
A father's tears.
No words define
His anguished grief
A wretched loss
His own son...
His seed.
The baby he carried
In his arms
And nurtured
In paternal love
Now broken, scarred
A shriveled man
His father's eyes
Now bleed.
He would take him back
To be his child
Return him safely
To his past
No war could touch him
Hidden there
His eyes see through
An hourglass.
My boy, my son!
What have they done?
Your life a mangled mess
What's left to do?
These father's tears
Will not replace
The boy, the man
That I once knew!
-
May 12,2009 Tarlac City Philippines",verse
"With each breath, each heartbeat closer you are,
your lips, your smell,
the gaze of your eyes drives me quite crazy,
I know you well
but still you remain a big mystery
with shell on shell
covering new beauty, some depths profound,
while to you I become much deeper bound.",cavatina
"Where to begin and then end this saga of stone;
On Mt. Sinai with the Ten Commandments of stone?
With the mighty megaliths of Britain’s Stonehenge?
Start we will from the beginning when there was stone.
Centuries ago some built fires in caves of stone;
Drew wild animals and hunters on walls of stone.
On dark nights some read moving stars, measured the moon;
And for each month some chose a special precious stone.
Behold the pyramids and amphitheaters
Enduring the centuries - monuments of stone.
Nothing is more lasting than a flat slab of rock;
Why streams flow along many pebbled beds of stone.
As people reborn some live the life of the Son;
His stone from the tomb found rolled back on Easter morn.
Relieving us all of weariness in our bones,
Fateful death lays us low at the foot of a stone.
Content will I be with B. J. G. chiseled there
While forever reposing in that outer zone.
- January 3,2009
Published by The Ghazal Page online, April 2009 http: //www.ghazalpage.net/",ghazal
"Frères humains qui après nous vivez
N'ayez les coeurs contre nous endurciz,
Car, ce pitié de nous pauvres avez,
Dieu en aura plus tost de vous merciz.
Vous nous voyez ci, attachés cinq, six
Quant de la chair, que trop avons nourrie,
Elle est piéca devorée et pourrie,
Et nous les os, devenons cendre et pouldre.
De nostre mal personne ne s'en rie:
Mais priez Dieu que tous nous veuille absouldre!
Se frères vous clamons, pas n'en devez
Avoir desdain, quoy que fusmes occiz
Par justice. Toutefois, vous savez
Que tous hommes n'ont pas le sens rassiz;
Excusez nous, puis que sommes transsis,
Envers le filz de la Vierge Marie,
Que sa grâce ne soit pour nous tarie,
Nous préservant de l'infernale fouldre
Nous sommes mors, ame ne nous harie;
Mais priez Dieu que tous nous vueille absouldre!
La pluye nous a débuez et lavez,
Et le soleil desséchez et noirciz:
Pies, corbeaulx nous ont les yeulx cavez
Et arraché la barbe et les sourciz.
Jamais nul temps nous ne sommes assis;
Puis ca, puis là, comme le vent varie,
A son plaisir sans cesser nous charie,
Plus becquetez d'oiseaulx que dez à couldre.
Ne soyez donc de nostre confrarie;
Mais priez Dieu que tous nous vueille absouldre!
Prince Jhésus, qui sur tous a maistrie,
Garde qu'Enfer n'ait de nous seigneurie:
A luy n'avons que faire ne que souldre.
Hommes, icy n'a point de mocquerie;
Mais priez Dieu que tous nous vueille absouldre!",ballade
"I
HAIL sun-beams in the east are spread ;
Leave, leave, fair bride, your solitary bed ;
No more shall you return to it alone ;
It nurseth sadness, and your body's print,
Like to a grave, the yielding down doth dint ;
You, and your other you, meet there anon.
Put forth, put forth, that warm balm-breathing thigh,
Which when next time you in these sheets will smother,
There it must meet another,
Which never was, but must be, oft, more nigh.
Come glad from thence, go gladder than you came ;
To-day put on perfection, and a woman's name.
Daughters of London, you which be
Our golden mines, and furnish'd treasury ;
You which are angels, yet still bring with you
Thousands of angels on your marriage days ;
Help with your presence, and devise to praise
These rites, which also unto you grow due ;
Conceitedly dress her, and be assign'd,
By you fit place for every flower and jewel ;
Make her for love fit fuel,
As gay as Flora and as rich as Ind ;
So may she, fair and rich in nothing lame,
To-day put on perfection, and a woman's name.
And you frolic patricians,
Sons of those senators, wealth's deep oceans ;
Ye painted courtiers, barrels of other's wits ;
Ye countrymen, who but your beasts love none ;
Ye of those fellowships, whereof he's one,
Of study and play made strange hermaphrodites,
Here shine ; this bridegroom to the temple bring.
Lo, in yon path which store of strew'd flowers graceth,
The sober virgin paceth ;
Except my sight fail, 'tis no other thing.
Weep not, nor blush, here is no grief nor shame,
To-day put on perfection, and a woman's name.
Thy two-leaved gates, fair temple, unfold,
And these two in thy sacred bosom hold,
Till mystically join'd but one they be ;
Then may thy lean and hunger-starvèd womb
Long time expect their bodies, and their tomb,
Long after their own parents fatten thee.
All elder claims, and all cold barrenness,
All yielding to new loves, be far for ever,
Which might these two dissever ;
Always, all th'other may each one possess ;
For the best bride, best worthy of praise and fame,
To-day puts on perfection, and a woman's name.
Winter days bring much delight,
Not for themselves, but for they soon bring night ;
Other sweets wait thee than these diverse meats,
Other disports than dancing jollities,
Other love-tricks than glancing with the eyes,
But that the sun still in our half sphere sweats ;
He flies in winter, but he now stands still.
Yet shadows turn ; noon point he hath attain'd ;
His steeds will be restrain'd,
But gallop lively down the western hill.
Thou shalt, when he hath run the heaven's half frame,
To-night put on perfection, and a woman's name.
The amorous evening star is rose,
Why then should not our amorous star inclose
Herself in her wish'd bed ? Release your strings,
Musicians ; and dancers take some truce
With these your pleasing labours, for great use
As much weariness as perfection brings.
You, and not only you, but all toil'd beasts
Rest duly ; at night all their toils are dispensed ;
But in their beds commenced
Are other labours, and more dainty feasts.
She goes a maid, who, lest she turn the same,
To-night puts on perfection, and a woman's name.
Thy virgin's girdle now untie,
And in thy nuptial bed, love's altar, lie
A pleasing sacrifice ; now dispossess
Thee of these chains and robes, which were put on
To adorn the day, not thee ; for thou, alone,
Like virtue and truth, art best in nakedness.
This bed is only to virginity
A grave, but to a better state, a cradle.
Till now thou wast but able
To be, what now thou art ; then, that by thee
No more be said, “ I may be,” but, “ I am,”
To-night put on perfection, and a woman's name.
Even like a faithful man content,
That this life for a better should be spent,
So she a mother's rich stile doth prefer,
And at the bridegroom's wish'd approach doth lie,
Like an appointed lamb, when tenderly
The priest comes on his knees to embowel her.
Now sleep or watch with more joy ; and, O light
Of heaven, to-morrow rise thou hot, and early ;
This sun will love so dearly
Her rest, that long, long we shall want her sight.
Wonders are wrought, for she, which had no maim,
To-night puts on perfection, and a woman's name.",epithalamion
